VALUE,CLASSNAME,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue
3043,Mediterranean California Mixed Evergreen Forest,2043,Tr Mediterranean California Mixed Evergreen Forest,Tree,626,Conifer,California Mixed Evergreen Forest and Woodland,SAF 234: Douglas-Fir-Tanoak-Pacific Madrone,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,61,0,0,0.239216,0
3154,Inter-Mountain Basins Montane Riparian Forest and Woodland,2154,Tr Inter-Mountain Basins Montane Riparian Systems,Tree,635,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,73,171,186,0.286275,0.670588,0.729412
3159,Rocky Mountain Montane Riparian Forest and Woodland,2159,Tr Rocky Mountain Montane Riparian Systems,Tree,635,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,73,171,186,0.286275,0.670588,0.729412
3161,Northern Rocky Mountain Conifer Swamp,2161,Tr Northern Rocky Mountain Conifer Swamp,Tree,639,Riparian,Spruce-Fir Forest and Woodland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Evergreen open tree canopy,73,171,186,0.286275,0.670588,0.729412
3251,Rocky Mountain Montane Riparian Shrubland,2159,Tr Rocky Mountain Montane Riparian Systems,Shrub,635,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,73,171,186,0.286275,0.670588,0.729412
3255,Inter-Mountain Basins Montane Riparian Shrubland,2154,Tr Inter-Mountain Basins Montane Riparian Systems,Shrub,635,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,73,171,186,0.286275,0.670588,0.729412
3013,Western Great Plains Dry Bur Oak Forest and Woodland,2013,Tr Western Great Plains Dry Bur Oak Forest and Woodland,Tree,659,Hardwood,Bur Oak Woodland and Savanna,SAF 236: Bur Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6,53,122,0.023529,0.207843,0.478431
3053,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,2053,Tr Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Tree,631,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,214,255,181,0.839216,1,0.709804
3054,Southern Rocky Mountain Ponderosa Pine Woodland,2054,Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,631,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,214,255,181,0.839216,1,0.709804
3060,East Cascades Ponderosa Pine Forest and Woodland,2060,Tr East Cascades Ponderosa Pine Forest and Woodland,Tree,610,Conifer,Conifer-Oak Forest and Woodland,SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,214,255,181,0.839216,1,0.709804
3117,Southern Rocky Mountain Ponderosa Pine Savanna,2117,Tr Southern Rocky Mountain Ponderosa Pine Savanna,Tree,631,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,214,255,181,0.839216,1,0.709804
3179,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,2179,Tr Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,631,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,214,255,181,0.839216,1,0.709804
3262,East Cascades Oak Forest and Woodland,2262,Tr East Cascades Oak Forest and Woodland,Tree,610,Hardwood,Conifer-Oak Forest and Woodland,SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Deciduous closed tree canopy,214,255,181,0.839216,1,0.709804
3263,East Cascades Oak - Ponderosa Pine Forest and Woodland,2263,Tr East Cascades Oak - Ponderosa Pine Forest and Woodland,Tree,610,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous closed tree canopy,214,255,181,0.839216,1,0.709804
3203,Juniperus occidentalis Woodland Alliance,2203,Tr Juniperus occidentalis Woodland Alliance,Tree,620,Conifer,Juniper Woodland and Savanna,SAF 238: Western Juniper,Tree-dominated,Open tree canopy,Evergreen open tree canopy,25,93,145,0.098039,0.364706,0.568627
3240,Laurentian-Acadian Hardwood Forest,2240,Tr Laurentian-Acadian Hardwood Forest,Tree,685,Hardwood,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0,92,0,0,0.360784,0
3241,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,2241,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Tree,685,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,0,92,0,0,0.360784,0
3366,Laurentian-Acadian Pine-Hemlock Forest,2366,Tr Laurentian-Acadian Pine-Hemlock Forest,Tree,685,Conifer,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,92,0,0,0.360784,0
3023,Madrean Encinal,2023,Tr Madrean Encinal,Tree,696,Conifer-Hardwood,Juniper-Oak,SAF 241: Western Live Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,237,0,0,0.929412,0
3024,Madrean Lower Montane Pine-Oak Forest and Woodland,2024,Tr Madrean Lower Montane Pine-Oak Forest and Woodland,Tree,610,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 241: Western Live Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,237,0,0,0.929412,0
3026,Madrean Upper Montane Conifer-Oak Forest and Woodland,2026,Tr Madrean Upper Montane Conifer-Oak Forest and Woodland,Tree,610,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 241: Western Live Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,237,0,0,0.929412,0
3027,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,2027,Tr Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Tree,625,Conifer,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 243: Sierra Nevada Mixed Conifer,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,222,0,0,0.870588,0
3231,Sequoiadendron giganteum Forest Alliance,2231,Tr Sequoiadendron giganteum Forest Alliance,Tree,643,Conifer,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 243: Sierra Nevada Mixed Conifer,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,222,0,0,0.870588,0
3029,Mediterranean California Mixed Oak Woodland,2029,Tr Mediterranean California Mixed Oak Woodland,Tree,629,Hardwood,Western Oak Woodland and Savanna,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,189,0,0,0.741176,0
3030,Mediterranean California Lower Montane Conifer Forest and Woodland,2030,Tr Mediterranean California Lower Montane Conifer Forest and Woodland,Tree,610,Conifer,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,189,0,0,0.741176,0
3260,Mediterranean California Lower Montane Black Oak Forest and Woodland,2260,Tr Mediterranean California Lower Montane Black Oak Forest and Woodland,Tree,610,Hardwood,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Deciduous closed tree canopy,0,189,0,0,0.741176,0
3261,Mediterranean California Lower Montane Black Oak - Conifer Forest and Woodland,2261,Tr Mediterranean California Lower Montane Black Oak - Conifer Forest and Woodland,Tree,610,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous closed tree canopy,0,189,0,0,0.741176,0
3031,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,2031,Tr California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Tree,631,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 247: Jeffrey Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,173,0,0,0.678431,0
3022,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,2022,Tr Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,Tree,645,Conifer,Western Red-cedar-Western Hemlock Forest,SAF 248: Knobcone Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,224,252,192,0.878431,0.988235,0.752941
3034,Mediterranean California Mesic Serpentine Woodland and Chaparral,2034,Tr Mediterranean California Mesic Serpentine Woodland and Chaparral,Tree,607,Conifer,Chaparral,SAF 248: Knobcone Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,224,252,192,0.878431,0.988235,0.752941
3170,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,2170,Tr Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Tree,607,Shrubland,Chaparral,SAF 248: Knobcone Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,224,252,192,0.878431,0.988235,0.752941
3177,California Coastal Closed-Cone Conifer Forest and Woodland,2177,Tr California Coastal Closed-Cone Conifer Forest and Woodland,Tree,610,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 248: Knobcone Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,224,252,192,0.878431,0.988235,0.752941
3014,Central and Southern California Mixed Evergreen Woodland,2014,Tr Central and Southern California Mixed Evergreen Woodland,Tree,626,Conifer,California Mixed Evergreen Forest and Woodland,SAF 249: Canyon Live Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,145,255,115,0.568627,1,0.45098
3313,North-Central Interior Beech-Maple Forest,2313,Tr North-Central Interior Beech-Maple Forest,Tree,655,Hardwood,Beech-Maple-Basswood Forest,SAF 25: Sugar Maple-Beech-Yellow Birch,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0,92,0,0,0.360784,0
3114,California Lower Montane Foothill Pine Woodland and Savanna,2114,Tr California Lower Montane Foothill Pine Woodland and Savanna,Tree,610,Conifer,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,121,217,207,0.47451,0.85098,0.811765
3230,Pinus sabiniana Woodland Alliance,2230,Tr Pinus sabiniana Woodland Alliance,Tree,610,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,121,217,207,0.47451,0.85098,0.811765
3264,California Lower Montane Blue Oak Forest and Woodland,2264,Tr California Lower Montane Blue Oak Forest and Woodland,Tree,610,Hardwood,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Sparse tree canopy,Deciduous closed tree canopy,121,217,207,0.47451,0.85098,0.811765
3265,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,2265,Tr California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,Tree,610,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,121,217,207,0.47451,0.85098,0.811765
3605,Western North American Boreal Mesic Birch-Aspen Forest,2605,Tr Western North American Boreal Mesic Birch-Aspen Forest,Tree,756,Hardwood,Birch-Aspen Forest,SAF 252: Paper Birch,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0,92,0,0,0.360784,0
3642,Aleutian Kenai Birch-Cottonwood-Poplar Forest,2642,Tr Aleutian Kenai Birch-Cottonwood-Poplar Forest,Tree,757,Hardwood,Birch-Cottonwood-Poplar Forest,SAF 252: Paper Birch,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0,92,0,0,0.360784,0
3113,California Coastal Live Oak Woodland and Savanna,2113,Tr California Coastal Live Oak Woodland and Savanna,Tree,629,Hardwood,Western Oak Woodland and Savanna,SAF 255: California Coast Live Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,131,222,110,0.513725,0.870588,0.431373
3118,Southern California Oak Woodland and Savanna,2118,Tr Southern California Oak Woodland and Savanna,Tree,629,Hardwood,Western Oak Woodland and Savanna,SAF 255: California Coast Live Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,131,222,110,0.513725,0.870588,0.431373
3033,Mediterranean California Subalpine Woodland,2033,Tr Mediterranean California Subalpine Woodland,Tree,640,Conifer,Subalpine Woodland and Parkland,SAF 256: California Mixed Subalpine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,145,0,0,0.568627,0
3314,North-Central Interior Maple-Basswood Forest,2314,Tr North-Central Interior Maple-Basswood Forest,Tree,655,Hardwood,Beech-Maple-Basswood Forest,SAF 26: Sugar Maple-Basswood,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,171,255,138,0.670588,1,0.541176
3302,Laurentian-Acadian Northern Hardwoods Forest,2302,Tr Laurentian-Acadian Northern Hardwoods Forest,Tree,682,Hardwood,Yellow Birch-Sugar Maple Forest,SAF 27: Sugar Maple,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,171,255,138,0.670588,1,0.541176
3350,Central and Southern Appalachian Spruce-Fir Forest,2350,Tr Central and Southern Appalachian Spruce-Fir Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 30: Red Spruce-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,159,255,128,0.623529,1,0.501961
3373,Acadian Low-Elevation Spruce-Fir Forest,2373,Tr Acadian Low-Elevation Spruce-Fir Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186,54,14,0.729412,0.211765,0.054902
3374,Acadian-Appalachian Montane Spruce-Fir Forest,2374,Tr Acadian-Appalachian Montane Spruce-Fir Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186,54,14,0.729412,0.211765,0.054902
3402,Laurentian-Acadian Swamp Shrubland,2526,Tr Laurentian-Acadian Swamp Systems,Shrub,694,Riparian,Atlantic Swamp Forests,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous open tree canopy,186,54,14,0.729412,0.211765,0.054902
3526,Laurentian-Acadian Swamp Woodland,2526,Tr Laurentian-Acadian Swamp Systems,Tree,694,Riparian,Atlantic Swamp Forests,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous open tree canopy,186,54,14,0.729412,0.211765,0.054902
3554,Acadian Low-Elevation Hardwood Forest,2554,Tr Acadian Low-Elevation Hardwood Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186,54,14,0.729412,0.211765,0.054902
3555,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,2555,Tr Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186,54,14,0.729412,0.211765,0.054902
3409,Great Lakes Alvar Shrubland,2409,Sh Great Lakes Alvar Shrubland,Shrub,671,Shrubland,Great Lakes Alvar,SAF 37: Northern White-Cedar,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,216,216,191,0.847059,0.847059,0.74902
3276,Laurentian-Acadian Floodplain Herbaceous,2475,Tr Laurentian-Acadian Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,Tree-dominated,Open tree canopy,Perennial graminoid grassland,50,137,168,0.196078,0.537255,0.658824
3277,Laurentian-Acadian Floodplain Shrubland,2475,Tr Laurentian-Acadian Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,50,137,168,0.196078,0.537255,0.658824
3281,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Shrubland,2481,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Shrub,694,Riparian,Atlantic Swamp Forests,SAF 39: Black Ash-American Elm-Red Maple,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,50,137,168,0.196078,0.537255,0.658824
3475,Laurentian-Acadian Floodplain Forest,2475,Tr Laurentian-Acadian Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,50,137,168,0.196078,0.537255,0.658824
3481,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Forest,2481,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Tree,694,Riparian,Atlantic Swamp Forests,SAF 39: Black Ash-American Elm-Red Maple,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,50,137,168,0.196078,0.537255,0.658824
3308,Crosstimbers Oak Forest and Woodland,2308,Tr Crosstimbers Oak Forest and Woodland,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
3312,Ouachita Montane Oak Forest,2312,Tr Ouachita Montane Oak Forest,Tree,681,Hardwood,Montane Oak Forest,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3326,South-Central Interior/Upper Coastal Plain Flatwoods,2326,Tr South-Central Interior/Upper Coastal Plain Flatwoods,Tree,673,Hardwood,Hardwood Flatwoods,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3342,Piedmont Hardpan Woodland and Forest,2342,Tr Piedmont Hardpan Woodland and Forest,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
3358,East-Central Texas Plains Pine Forest and Woodland,2358,Tr East-Central Texas Plains Pine Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,85,187,194,0.333333,0.733333,0.760784
3364,Ozark-Ouachita Dry Oak Woodland,2364,Tr Ozark-Ouachita Dry Oak Woodland,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
3381,Lower Mississippi River Dune Woodland and Forest,2381,Tr Lower Mississippi River Dune Woodland and Forest,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
3519,East-Central Texas Plains Post Oak Savanna and Woodland,2519,Tr East-Central Texas Plains Post Oak Savanna and Woodland,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
3394,North-Central Interior Oak Savanna,2394,Tr North-Central Interior Oak Savanna,Tree,659,Hardwood,Bur Oak Woodland and Savanna,SAF 42: Bur Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,6,53,122,0.023529,0.207843,0.478431
3288,Central Appalachian Rocky Shrubland,2377,Tr Central Appalachian Rocky Pine Woodland,Shrub,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13,69,133,0.05098,0.270588,0.521569
3305,Southern Interior Low Plateau Dry-Mesic Oak Forest,2305,Tr Southern Interior Low Plateau Dry-Mesic Oak Forest,Tree,661,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
3315,Southern Appalachian Oak Forest,2315,Tr Southern Appalachian Oak Forest,Tree,661,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
3317,Allegheny-Cumberland Dry Oak Forest and Woodland,2317,Tr Allegheny-Cumberland Dry Oak Forest and Woodland,Tree,661,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
3369,Central Appalachian Dry Pine Forest,2369,Tr Central Appalachian Dry Pine Forest,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
3377,Central Appalachian Rocky Pine Woodland,2377,Tr Central Appalachian Rocky Pine Woodland,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13,69,133,0.05098,0.270588,0.521569
3463,Central Appalachian Dry Oak Forest,2463,Tr Central Appalachian Dry Oak Forest,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
3502,Central Appalachian Dry Oak-Pine Forest,2502,Tr Central Appalachian Dry Oak-Pine Forest,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
3556,Central Appalachian Rocky Oak Woodland,2556,Tr Central Appalachian Rocky Oak Woodland,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13,69,133,0.05098,0.270588,0.521569
3557,Central Appalachian Rocky Pine-Oak Woodland,2557,Tr Central Appalachian Rocky Pine-Oak Woodland,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13,69,133,0.05098,0.270588,0.521569
3354,Northeastern Interior Pine Barrens,2354,Tr Northeastern Interior Pine Barrens,Tree,686,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
3355,Northern Atlantic Coastal Plain Pitch Pine Barrens,2355,Tr Northern Atlantic Coastal Plain Pitch Pine Barrens,Tree,686,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
3456,Northern Atlantic Coastal Plain Pitch Pine Lowland,2456,Tr Northern Atlantic Coastal Plain Pitch Pine Lowland,Tree,686,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
3375,Eastern Serpentine Woodland,2375,Tr Eastern Serpentine Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,SAF 46: Eastern Redcedar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,38,115,0,0.14902,0.45098
3430,Southern Coastal Plain Blackland Prairie,2430,Tr Southern Coastal Plain Blackland Prairie and Woodland,Herb,688,Grassland,Prairies and Barrens,SAF 46: Eastern Redcedar,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,0,38,115,0,0.14902,0.45098
3567,Southern Coastal Plain Blackland Prairie Woodland,2430,Tr Southern Coastal Plain Blackland Prairie and Woodland,Tree,688,Grassland,Prairies and Barrens,SAF 46: Eastern Redcedar,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,0,38,115,0,0.14902,0.45098
3244,Boreal Hardwood Forest,2244,Tr Boreal Hardwood Forest,Tree,693,Hardwood,Spruce-Fir-Hardwood Forest,SAF 5: Balsam Fir,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,182,250,227,0.713725,0.980392,0.890196
3245,Boreal White Spruce-Fir-Hardwood Forest,2245,Tr Boreal White Spruce-Fir-Hardwood Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 5: Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,182,250,227,0.713725,0.980392,0.890196
3365,Boreal White Spruce-Fir Forest,2365,Tr Boreal White Spruce-Fir Forest,Tree,693,Conifer,Spruce-Fir-Hardwood Forest,SAF 5: Balsam Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,182,250,227,0.713725,0.980392,0.890196
3352,Southern Appalachian Montane Pine Forest and Woodland,2352,Tr Southern Appalachian Montane Pine Forest and Woodland,Tree,686,Conifer,Pitch Pine Woodlands,SAF 51: White Pine-Chestnut Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,13,69,133,0.05098,0.270588,0.521569
3303,Northeastern Interior Dry-Mesic Oak Forest,2303,Tr Northeastern Interior Dry-Mesic Oak Forest,Tree,660,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3306,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,2306,Tr East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Tree,667,Hardwood,White Oak-Beech Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3307,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,2307,Tr East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Tree,658,Hardwood,Coastal Plain Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
